,_id,name,date,content,reply
304,650978afe0993aa0485ff70f,Google 사용자,2018년 4월 16일,어디서 추천을 받고 다운을 받았다만 지역 모든곳에 있다기보다 몇몇 지역만 보여줘서 아쉽네요. 얼른 대구좀...,"Stone-I Co., Ltd.
2018년 4월 19일
안녕하세요. 운동할 땐, 다짐부터! 다짐입니다. 다짐이 단순히 운동센터의 위치만 보여드리는 것이 아니고, 여러 운동시설을 함께 이용할 수 있는 결제기능까지 제공하다보니 서비스를 위해서는 운동센터와의 제휴가 필요합니다. ㅠㅠ 때문에 아직 대구지역까지 진출하지는 못했지만, 빠른 시일 안에 대구지역에 진출할 예정이니 조금만 기다려주시면 감사드리겠습니다. 혹시 대구 지역에 진출했을 때 알림을 받아보기를 원하신다면 다짐앱 내에 있는 고객센터에 이메일 혹은 연락처 정보를 남겨주세요. 대구지역 진출과 함께 기쁜 소식을 알려드리면서 만족하실만한 쿠폰도 드리겠습니다^^ 좋은 하루 되세요. 감사합니다. 다짐 드림."
305,650978afe0993aa0485ff710,Google 사용자,2017년 3월 23일,수원 영통 지역도 부탁해요!ㅎㅎ,"Stone-I Co., Ltd.
2017년 4월 3일
안녕하세요 YangSUp Shin 고객님. 다짐입니다. 아직은 서울지역과 수도권 일부지역에서만 서비스를 이용하실 수 있지만ㅜㅜ, 머지 않은 시간 내에 수원 지역에도 다짐 제휴센터를 늘려나가도록 하겠습니다. 그때까지 조금만 기다려 주세요^^ 고객님의 운동 다짐을 언제나 응원하겠습니다. 감사합니다. -다짐 드림-"
306,650978afe0993aa0485ff711,Google 사용자,2017년 3월 18일,"진짜 원했던 서비스... 잦은 이동으로 한 짐을 이용하기가 곤란했는데, 너무 좋네요 ㅎㅎㅎ","Stone-I Co., Ltd.
2017년 3월 21일
안녕하세요 박정일 고객님. 다짐입니다. 좋은 칭찬 진심으로 감사합니다^^. 저희 서비스를 만족스럽게 쓰고 계신다니 정말정말 기쁘네요. 고객님 곁에서 항상 함께하는 운동 도우미 서비스가 될 수 있도록 더욱 발전하는 다짐 되겠습니다. 감사합니다. -다짐 드림-"
307,650978afe0993aa0485ff712,Google 사용자,2017년 2월 4일,아이디어가 굿 전국확대 필요~,"Stone-I Co., Ltd.
2017년 3월 10일
안녕하세요 양승진 고객님. 다짐입니다. 긍정적인 의견 남겨주셔서 감사합니다^^. 초기 기업인 만큼 현재에는 서울 및 수도권 지역 일부에서만 서비스가 진행되고 있지만, 올 하반기중으로 전국 주요도시 확장이 계획되어 있습니다. 좋은 서비스로 보답드릴테니 지금 보여주신 관심 앞으로도 계속 부탁드리겠습니다^^. 더욱 발전하는 다짐 서비스 되겠습니다. 감사합니다. -다짐 드림-"
308,650978afe0993aa0485ff713,Google 사용자,2017년 11월 25일,사용은 안했지만 유투브 영상이 깔끔해서 별점 쏘고 갑니다~ㅋ 영상에 나오는 분 이쁘십니다~~~♥♥,"Stone-I Co., Ltd.
2018년 1월 17일
안녕하세요. 다짐입니다. 저희 모델분이 많이 이쁘시죠! ^^ 나중에 운동하실 때 항상 다짐 기억해주시고 꼭 한 번 사용해주세요~ 감사합니다. -다짐 드림-"
309,650978afe0993aa0485ff714,Google 사용자,2017년 11월 14일,진심 진짜 진심 최고 의 헬스 앱이다♥♥♥♥♥♥♥♥♥♥♥♥♥ 계속 쓰고 있는데 이 앱 진쩌 래알 진짜 너무 최고네요!!!♥♥♥♥♥ 운영자님 어떻게 이런 친절한 앱을!!!! 운영자님 정말♥♥♥♥♥♥♥♥♥♥♥♥♥♥ 진심으로 정말 감사합니다♥♥♥ 그리고 답변 정말 감사합니다♥♥♥ 복 받으세요♥♥♥,"Stone-I Co., Ltd.
2017년 11월 13일
안녕하세요 고객님. 다짐입니다. 고객님의 진심어린 칭찬댓글 덕분에 오늘도 힘이 납니다 ㅜㅜ 더 많은 하트 받을 수 있도록 더 좋은 다짐앱 만들겠습니다. 감사합니다. -다짐 드림-"
310,650978afe0993aa0485ff715,Google 사용자,2018년 1월 16일,서울 경기 제외하고 검색되지 않음 비추,"Stone-I Co., Ltd.
2018년 1월 17일
안녕하세요. 다짐입니다. 저희 다짐.. 비추인가요..?😥 다짐은 작년 7월에 정식서비스를 시작한 꼬마 어플이에요. 직접 하나하나 센터들을 방문해 제휴하고 사진을 촬영하고 있어요. 그래서 아직 서울, 경기권에만 서비스를 하고 있답니다. 조금 시간이 걸리더라도 높은 질의 서비스를 공급하기 위해서이니, 너무 미워하지 마시고 응원해주세요! 올해 안에 전국 서비스를 할 수 있도록 열심히 뛰겠습니다! 지금도 미세먼지와 강추위 사이에서 열심히 뛰어다니고 있어요. 조금만 기다려주세요 두부님!😘 감사합니다. 다짐 드림."
311,650978afe0993aa0485ff716,Google 사용자,2018년 5월 16일,구미에사는데 대구까지 가라는건가요? 하.. 어이가없네요,"Stone-I Co., Ltd.
2018년 5월 25일
안녕하세요 고객님. 운동할땐 다짐부터! 다짐입니다. 다짐이 단순히 운동센터의 위치만 보여드리는 것이 아니고, 고객님께서 불편함 없이 여러 운동시설을 함께 이용할 수 있는 기능까지 제공하다보니 서비스를 위해서는 운동센터와의 제휴가 필요합니다. ㅠㅠ 때문에 점진적으로 지역을 확장하다보니 현재는 구미지역에 다짐 제휴센터가 없습니다. 불편을 드려 진심으로 죄송합니다. 빨리 구미지역에도 진출할 수 있도록 노력하겠습니다. 특별히 원하시는 운동시설이 있으시다면 앱내 고객센터나 시설등록요청 기능을 통하여 고객님이 원하시는 운동시설을 알려주세요. 만족하실 수 있도록 해당 운동시설에 우선적으로 연락해 보겠습니다. 감사합니다."
312,650978afe0993aa0485ff717,Google 사용자,2017년 1월 19일,편리하고 좋네요~,"Stone-I Co., Ltd.
2018년 1월 17일
안녕하세요. 다짐입니다. 편리하게 이용하셨다니 너무 다행이에요! 앞으로도 더 편리하게 이용하실 수 있도록 많은 부분 개선해나가도록 하겠습니다. 많이 사랑해주시고 주위에 알려주세요~ 감사합니다. 다짐 드림"
313,650978afe0993aa0485ff718,Google 사용자,2017년 11월 5일,진짜 최고의 앱입니다♥♥♥♥ 진짜 강추 합니다♥♥♥♥,"Stone-I Co., Ltd.
2017년 11월 13일
안녕하세요 고객님. 다짐입니다. 하트가득한 추천 댓글 달아주셔서 진심으로 감사합니다. 더 많은 하트 받을 수 있도록 노력할테니, 지켜봐주시고 앞으로도 주변에 많은 추천을 부탁드립니다^^ 감사합니다. -다짐 드림-"
314,650978afe0993aa0485ff719,Google 사용자,2017년 4월 5일,좋은것같아요 ㅎㅎ,"Stone-I Co., Ltd.
2017년 11월 13일
안녕하세요 SungHoon Bae 고객님. 다짐에 긍정적인 칭찬 정말 감사드립니다. 앞으로도 만족하실 수 있는 더 좋은 서비스 만들겠습니다. 감사합니다. -다짐 드림-"
315,650978afe0993aa0485ff71a,Google 사용자,2017년 7월 12일,좋습니다~!,"Stone-I Co., Ltd.
2017년 11월 13일
안녕하세요 고객님. 보내주신 칭찬 감사드립니다. 더 좋은 다짐이 될 수 있도록 계속해서 노력하겠습니다. 감사합니다. -다짐 드림-"
316,650978afe0993aa0485ff71b,Google 사용자,2017년 11월 14일,진짜 이 앱은 진짜 진심 천사앱이다♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥운영자님 사랑합니다!!!!♥♥♥♥♥♥,"Stone-I Co., Ltd.
2017년 11월 13일
안녕하세요 톡 TV님. 다짐입니다. 천사같은 달콤한 리뷰 진심으로 감사드립니다♥♥. 앞으로도 톡 TV님께 더 많은 하트 받을 수 있도록 최선을 다해 좋은 서비스 만들겠습니다!! 감사합니다. -다짐 드림-"
317,650a5b5a392d568ecf19fc7c,이소은,2022년 11월 30일,"우선 앱 자체가 편하고 UI도 깔끔하지만, 고객센터에서 정말 친절하고 빠르게 대응해주셔서 너무 만족스럽습니다. (제 경험상 앱 내 CS 처리가 잘 안되는 경우가 많았어서요) 원래 앱 리뷰 안다는데 처음 달 정도로 감동적이네요",
318,650a5b5a392d568ecf19fc7d,정도윤,2023년 9월 8일,거부한 권한이 없는데 왜 자꾸 권한을 허용해야된다는 거임? 설정 들어가서 오만잡거 다 항상 허용해놔도 실행도 못해봤네. 속터짐.,
319,650a5b5a392d568ecf19fc7e,사람맞습니다,2023년 9월 9일,어플 권한 허용 다 했는데 계속 해달라고 뜨고 화면이 안 바뀜. 지우고 재설치해도 동일함.,
320,650a5b5a392d568ecf19fc7f,썬,2023년 9월 9일,권한동의 다 했는데 계속 동의하라고 뜸. 어플에 들어가볼수가 없네요,
321,650a5b5a392d568ecf19fc80,이광민,2023년 6월 2일,저번에도 헬스장 일일권 때문에 설치했다가 종종 이용하고 있었는데 이번에 헬스장 등록할 때 쿠폰으로 3만원 할인받았네요😄 헬스장 어플 여러가지 써본결과 니짐내짐이 제일 할인도 많이해주고 기능도 제일 좋은것 같아요👍👍,안녕하세요 니짐내짐입니다. 앞으로도 니짐내짐 회원님들께 많은 할인 혜택과 기능을 제공할 수 있도록 하겠습니다. 잘 이용해주셔서 감사합니다:)
322,650a5b5a392d568ecf19fc81,조성국,2022년 8월 26일,피트니스관련 헬스 필라테스 요가 등 원하는 종목에 대해서 센터들을 어플 하나로 비교해보고 선택할수있다는 점이 너무 좋네요 센터에 직접 방문해보지않아도 소개된 사진들과 정보들로 충분히 알수있어서 좋구요 종종 하나의 센터에서도 결제 경로나 유입경로에 따라서 할인되는금액이 다른경우도 있던거 같은데 어플 통해서 이벤트가격이나 할인정보들을 받아볼수있어서 또한 좋은것같습니다 운동을 좋아하시는분들은 필수어플이라고 생각합니다ㅋㅋ,안녕하세요! 니짐내짐입니다. 저희 어플 취지에 딱 맞게 이용해주셔서 너무 감사드립니다. 앞으로도 피트니스 센터를 이용하실 때 더욱 많은 할인 혜택과 이벤트를 실시간으로 제공하는 니짐내짐이 되도록 하겠습니다! 감사합니다
323,650a5b5a392d568ecf19fc82,정준호,2021년 3월 8일,니짐내짐을 초기부터 사용해왔던 사용자이며 현재는 제휴업체 관리자로 있습니다. 니짐내짐은 제가 사용해왔던 다른 공유플랫폼보다 소통에있어 원활하며 서비스개선을 위하여 끊임없이 노력하고 변화합니다. 항상 응원하고 있습니다. 감사합니다.,"사용자들도, 센터도 더욱더 편리하게 이용하고 자주 이용할 수 있는 더 좋은 서비스가 될 수 있도록 노력하는 니짐내짐이 되도록 하겠습니다. 감사합니다 :D"
324,650a5b5a392d568ecf19fc83,Google 사용자,2019년 5월 21일,일이 있어서 헬스장에 못가게 되면 돈이 아까웠는데 간단한 방법으로 양도할 수 있고 또 다른 헬스장 가보고 싶을 때 저렴한 가격으로 이용 가능해서 좋아요 그리고 어플에 운동 항목별로 선택해서 검색되니까 원하는걸 찾기에도 편하네요!,감사합니다. 앞으로도 잘 사용해주세요! 꾸준히 업데이트해 가겠습니다.
325,650a5b5a392d568ecf19fc84,X,2023년 4월 19일,PT몇회에 얼마인지 정확히 알수가 없게 만들어놔서 눈탱이 맞기 딱 좋게 되어있습니다..,"안녕하세요 니짐내짐입니다. PT 회원권의 경우, 가격이 최상단에 기재되어 있으며, 이용하실 수 있는 횟수, 기간 모두 안내드리고 있습니다. 말씀해주신 부분 참고하여, 조금 더 명확히 안내드릴 수 있는 니짐내짐이 되도록 노력하겠습니다. 의견 감사드립니다."
326,650a5b5a392d568ecf19fc85,Google 사용자,2020년 1월 25일,"설치 후 ' '니짐내짐이(가) 겨속 중단됨' 메세지가 뜨네요 스마트폰 기종은 G7입니다. 와이파이, LTE 전부 안돼요 --------------------------- 다시 재설치 해도 동일합니다. 짤툰 광고 보고 너무 필요한 어플이었는데 아쉽네요ㅜㅜ","고객님, 불편을 드려 대단히 죄송합니다ㅠ 앱을 삭제하고 재설치 시도 한번만 부탁드려보겠습니다. 재설치 후에도 동일한 증상이 발생한다면 저희 고객센터로 문의부탁드리겠습니다. 다시 한번 불편한 경험을 드려 죄송하다는 말씀드립니다."
327,650a5b5a392d568ecf19fc86,Google 사용자,2019년 5월 29일,회원가입 폼 다 입력하고 확인 누르면 앱 다운되요. 반복해서 해봐도 그래요. 비번에 특수 문자 때문인가 싶어서 특수문자 빼도 그래요.,죄송합니다. 서비스 테스트 중에 오류가 발생했나봅니다. 조속히 해결하도록 하겠습니다. 업데이트를 하였으니 진행해보시고 같은 오류가 일어나면 카카오톡 플러스 친구 http://pf.kakao.com/_xdxeBVT @니짐내짐으로 문의 주시면 성실히 답변해드리겠습니다. 고객님의 의견 반영하여 더욱 좋은 모습으로 찾아뵙겠습니다.
328,650a5b5a392d568ecf19fc87,Google 사용자,2019년 8월 1일,헬스장 주변에 일일이 돌아다니고 정보찾기 힘들었는데 이어플하나면 다되니까 신기하네요!! 그리고 조금생소하지만 이용권을 사고팔수있는기능 이거 헬스장 쉬더라도 위안이 될듯??ㅋㅋㅋ,헬스장 사용 안가는 날에는 니짐내짐!! 잘 이용해주셔서 감사합니다.
329,650a5b5a392d568ecf19fc88,Google 사용자,2019년 7월 27일,여기저기 다닐 일이 많아서 사용해봤는데 정말 편리하네요 사업 잘되셔서 어디가서도 편리하게 이용하고 싶네요~ 번창하세요~,
330,650a5b5a392d568ecf19fc89,김수현,2021년 10월 27일,헬스장 앱 중에서 제일 편한 앱입니다 잘사용하고 있어요 직접가서 결제하는 것보다 앱으로 하는게 마음 편한것 같아요,안녕하세요! 니짐내짐입니다. 저희 앱을 잘 사용해주셔서 너무 감사합니다!! 더욱 다양한 기능과 할인 혜택으로 찾아뵙도록 하겠습니다 감사합니다!
331,650a5b5a392d568ecf19fc8a,Google 사용자,2019년 6월 6일,헬스케어앱은 처음 접합니다. 이 앱을 이용하여 운동을 더 체계적으로 확실하게 할수있을꺼같습니다.,
