,_id,name,reviews,stars,tokenized_review,replaced_review,preprocess_review,rating,classification
0,651277e7ddb81e8e96c6bcbb,Google 사용자,입장방식은 변경됐는데 어플은 여전히 바코드만 보여집니다. 짐에서는 더이상 바코드스캔이 아닌 어플에서 입장하기로 바뀌어 사용치 못 하고 있습니다. 매달 이용료는 나가고 있는 상황이면 고쳐지기 전까지 이용못했던 일자에 대해 보상처리는 되나요?어플을 지웠다 다시 다운 받아봐도 똑같은 상태입니다. 도대체 언제부터 전 사용 가능한가요?,별표 5개 만점에 1개를 받았습니다.,입장 방식 은 변경 됐 는데 어 플 은 여전히 바코드 만 보여집니다 . 짐 에서 는 더 이상 바코드 스캔 이 아닌 어 플 에서 입장 하 기 로 바뀌 어 사용 치 못 하 고 있 습니다 . 매달 이용료 는 나가 고 있 는 상황 이 면 고쳐 지 기 전 까지 이 용못 했 던 일자 에 대해 보상 처리 는 되 나요 ? 어 플 을 지웠 다 다시 다운 받 아 봐도 똑같 은 상태 입니다 . 도대체 언제 부터 전 사용 가능 한가요 ?,입장 방식 은 수정 됐 는데 어 플 은 여전히 바코드 만 보여집니다 . 운동시설 에서 는 더 이상 바코드 스캔 이 아닌 어 플 에서 입장 하 기 로 바뀌 어 사용 치 못 하 고 있 습니다 . 매달 사용료 는 나가 고 있 는 상황 이 면 고쳐 지 기 전 까지 이 용못 했 던 일자 에 대해 보상 처리 는 되 나요 ? 어 플 을 지웠 다 다시 다운 받 아 봐도 똑같 은 상태 입니다 . 도대체 언제 부터 전 사용 가능 한가요 ?,입장 방식 수정 돼다 여전하다 보이다 운동 시설 늘다 더 스캔 아니다 입장 바뀌다 늘다 나가다 늘다 상황 고치다 용다 일자 대해 보상 처리 늘다 지우다 똑같다 상태 도대체 가능,1.0,부정
1,651277e7ddb81e8e96c6bcbc,Google 사용자,정말 답답하네요 하나. GPS 100프로 신뢰하나요? 시설선택목록에서 안보임 4월말 업뎃이후 문제임 둘. 은행도 아닌데 로그인 타임아웃 적용하나요? 어디까지 사용자 불편을 감수하면서 가실려고.. 셋.충분하게 Test하고 업뎃적용하시는지? 근래 며칠이 멀다 화면이 바뀌는데 순전 관리용이지 고객은 안중에도 없어보임 뭐에 쫒기듯 어설프다,별표 5개 만점에 1개를 받았습니다.,정말 답답 하 네요 하나 . GPS 100 프로 신뢰 하 나요 ? 시설 선택 목록 에서 안 보임 4 월 말 업 뎃 이후 문제 임 둘 . 은행 도 아닌데 로그인 타임아웃 적용 하 나요 ? 어디 까지 사용 자 불편 을 감수 하 면서 가 실려고 . . 셋 . 충분 하 게 Test 하 고 업 뎃 적용 하 시 는지 ? 근래 며칠 이 멀 다 화면 이 바뀌 는데 순전 관리 용 이 지 고객 은 안중 에 도 없 어 보임 뭐 에 쫒기 듯 어설프 다,정말 답답 하 네요 하나 . GPS 100 프로 신뢰 하 나요 ? 시설 선택 목록 에서 안 보임 4 월 말 업 뎃 이후 문제 임 둘 . 은행 도 아닌데 로그인 타임아웃 적용 하 나요 ? 어디 까지 사용 자 불편 을 감수 하 면서 가 실려고 . . 셋 . 충분 하 게 Test 하 고 업 뎃 적용 하 시 는지 ? 근래 며칠 이 멀 다 화면 이 바뀌 는데 순전 관리 용 이 지 고객 은 안중 에 도 없 어 보임 뭐 에 쫒기 듯 어설프 다,답답 GPS 100 프로 신뢰 시설 선택 목록 보임 문제 은행 아니다 로그인 타임 아웃 적용 불편 감수 면서 실리다 충분 Test 적용 근래 멀다 화면 바뀌다 관리 고객 안중 없다 보임 쫒다 어설프다,1.0,부정
2,651277e7ddb81e8e96c6bcbd,Google 사용자,"입장하려다 시설검색이 안되서 결국 다른곳에 입장했습니다. 기존에 잘 쓰던 앱이 업데이트 후에 매번 로그인 다시해야하고 위치 자동검색에 시설이 안나오고, 수동검색후 입장하는 기능도 없고 불편함만 늘었습니다. 덕분에 앱 여러번 삭제하고 다시까느라 애꿎은 데이타만 잔뜩쓰고 다시 예전 앱으로 돌아가고 싶습니다",별표 5개 만점에 1개를 받았습니다.,"입장 하 려다 시설 검색 이 안 되 서 결국 다른 곳 에 입장 했 습니다 . 기존 에 잘 쓰 던 앱 이 업데이트 후 에 매번 로그인 다시 해야 하 고 위치 자동 검색 에 시설 이 안 나오 고 , 수동 검색 후 입장 하 는 기능 도 없 고 불편 함 만 늘 었 습니다 . 덕분 에 앱 여러 번 삭제 하 고 다시 까 느라 애꿎 은 데 이타 만 잔뜩 쓰 고 다시 예전 앱 으로 돌아가 고 싶 습니다","입장 하 려다 시설 검색 이 안 되 서 결국 다른 곳 에 입장 했 습니다 . 기존 에 잘 쓰 던 사이트 이 개선 후 에 매번 로그인 다시 해야 하 고 위치 자동 검색 에 시설 이 안 나오 고 , 수동 검색 후 입장 하 는 기능 도 없 고 불편 함 만 늘 었 습니다 . 덕분 에 사이트 여러 번 삭제 하 고 다시 까 느라 애꿎 은 데 이타 만 잔뜩 쓰 고 다시 예전 사이트 으로 돌아가 고 싶 습니다",입장 시설 검색 입장 기존 사이트 개선 로그인 위치 자동 검색 시설 수동 검색 입장 늘다 없다 불편 덕분 사이트 여러 삭제 끄다 애꿎 잔뜩 사이트 돌아가다 싶다,1.0,부정
3,651277e7ddb81e8e96c6bcbe,한반도,평소 이동이 잦고 여러장소에서 운동하는걸 좋아하는 저에게는 합리적인 아이코젠이 정말 딱입니다! 제휴 업체도 꾸준히 추가되서 새로운 업체 방문하는게 요즘 낙이네요. 입장방식도 바코드에서 GPS로 바뀌면서 좀 더 편해지고 사용자편의적으로 개선이 되어가고 있어서 좋습니다. 앞으로도 좋은 제휴업체 많이 추가해주세요!!!!,별표 5개 만점에 5개를 받았습니다.,평소 이동 이 잦 고 여러 장소 에서 운동 하 는 걸 좋 아 하 는 저 에게 는 합리 적 인 아이 코젠 이 정말 딱 입니다 ! 제휴 업체 도 꾸준히 추가 되 서 새로운 업체 방문 하 는 게 요즘 낙 이 네요 . 입장 방식 도 바코드 에서 GPS 로 바뀌 면서 좀 더 편해 지 고 사용 자 편의 적 으로 개선 이 되 어 가 고 있 어서 좋 습니다 . 앞 으로 도 좋 은 제휴 업체 많이 추가 해 주 세요 ! !!!,평소 이동 이 잦 고 여러 장소 에서 운동 하 는 걸 좋 아 하 는 저 에게 는 합리 적 인 아이 코젠 이 정말 딱 입니다 ! 제휴 업체 도 꾸준히 추가 되 서 새로운 업체 방문 하 는 게 요즘 낙 이 네요 . 입장 방식 도 바코드 에서 GPS 로 바뀌 면서 좀 더 편해 지 고 사용 자 편의 적 으로 개선 이 되 어 가 고 있 어서 좋 습니다 . 앞 으로 도 좋 은 제휴 업체 많이 추가 해 주 세요 ! !!!,이동 잦다 여러 장소 운동 늘다 좋다 늘다 늘다 합리 코젠 제휴 업체 꾸준하다 추가 새롭다 업체 방문 늘다 입장 방식 GPS 바뀌다 면서 더 편하다 편의 개선 좋다 좋다 제휴 업체 추가,5.0,긍정
4,651277e7ddb81e8e96c6bcbf,나수인,아이코젠 덕분에 운동이 더 즐겁고 꾸준하게 하게 되었어요. 사용기록이 꼼꼼히 남고 사용지점이 많아서 출장이나 본가에 가게되도 지속적으로 쓸수있는점이 짱이예요! 라이프 코스도 같이 이용중인데 덕분에 카페이용비가 확 낮아졌어요 완전 대박 😀😀,별표 5개 만점에 5개를 받았습니다.,아이코 젠 덕분 에 운동 이 더 즐겁 고 꾸준 하 게 하 게 되 었 어요 . 사용 기록 이 꼼꼼히 남 고 사용 지점 이 많 아서 출장 이나 본가 에 가 게 되 도 지속 적 으로 쓸 수 있 는 점 이 짱 이 예요 ! 라이프 코스 도 같이 이용 중 인데 덕분 에 카페이 용비 가 확 낮 아 졌어요 완전 대박 😀😀,아이코 젠 덕분 에 운동 이 더 즐겁 고 꾸준 하 게 하 게 되 었 어요 . 사용 기록 이 꼼꼼히 남 고 사용 지점 이 많 아서 출장 이나 본가 에 가 게 되 도 지속 적 으로 쓸 수 있 는 점 이 짱 이 예요 ! 라이프 코스 도 같이 사용 중 인데 덕분 에 카페이 용비 가 확 낮 아 졌어요 완전 대박 좋아요좋아요,덕분 운동 더 즐겁다 꾸다 기록 꼼꼼하다 지점 많다 출장 본가 지속 쓸다 수 늘다 라이프 코스 덕분 용비 낮 대박 좋다 좋다,5.0,긍정
5,651277e7ddb81e8e96c6bcc0,최경진,"작년부터 계속 이용하고 있는 아이코젠, 정말 좋아요. 축 처져있는 여름날씨에도 운동하게 만들어줘요. 앱이 누구나 알아보기 쉽고 편리하게 되어 있어요. 이용내역을 통해 내가 언제 얼마나 이용했는지 정확하게 알 수 있어서 코로나로 힘든 시국에도 편리하고 안전하게 운동할 수 있어 좋았어요.",별표 5개 만점에 5개를 받았습니다.,"작년 부터 계속 이용 하 고 있 는 아이 코젠 , 정말 좋 아요 . 축 처져 있 는 여름 날씨 에 도 운동 하 게 만들 어 줘요 . 앱 이 누구 나 알아보 기 쉽 고 편리 하 게 되 어 있 어요 . 이용 내역 을 통해 내 가 언제 얼마나 이용 했 는지 정확 하 게 알 수 있 어서 코로나 로 힘든 시국 에 도 편리 하고 안 전하 게 운동 할 수 있 어 좋 았 어요 .","작년 부터 계속 사용 하 고 있 는 아이 코젠 , 정말 좋 아요 . 축 처져 있 는 여름 날씨 에 도 운동 하 게 만들 어 줘요 . 사이트 이 누구 나 알아보 기 쉽 고 편리 하 게 되 어 있 어요 . 사용 내역 을 통해 내 가 언제 얼마나 사용 했 는지 정확 하 게 알 수 있 어서 코로나 로 힘든 시국 에 도 편리 하고 안 전하 게 운동 할 수 있 어 좋 았 어요 .",작년 계속 늘다 코젠 좋다 처지다 늘다 날씨 운동 만들다 주다 사이트 알아보다 쉬다 편리 역 정확 알 수 코로나 힘드다 시국 편리 전하 운동 수 좋다,5.0,긍정
6,651277e7ddb81e8e96c6bcc1,이루이루,오랜기간 사용중인데 아이코젠 회원가입 덕분에 꾸준히 운동하고 있습니다. 개인적으로 운동했음 이렇게 장기간 운동하진 못했을거 같아요. 초기와 달리 버그없이 안정적으로 앱 사용가능해서 만족하며 잘 이용하고 있습니다. 요즘은 라이프기능으로 운동뿐아니라 생활속에서 많이 활용하게 되었네요.,별표 5개 만점에 5개를 받았습니다.,오랜 기간 사용 중 인데 아이 코젠 회원 가입 덕분 에 꾸준히 운동 하 고 있 습니다 . 개인 적 으로 운동 했 음 이렇게 장기간 운동 하 진 못했 을 거 같 아요 . 초기 와 달리 버그 없이 안정 적 으로 앱 사용 가능 해서 만족 하 며 잘 이용 하 고 있 습니다 . 요즘 은 라이프 기능 으로 운동 뿐 아니 라 생활 속 에서 많이 활용 하 게 되 었 네요 .,오랜 기간 사용 중 인데 아이 코젠 회원 회원가입 덕분 에 꾸준히 운동 하 고 있 습니다 . 개인 적 으로 운동 했 음 이렇게 장기간 운동 하 진 못했 을 거 같 아요 . 초기 와 달리 오류 없이 안정 적 으로 사이트 사용 가능 해서 만족 하 며 잘 사용 하 고 있 습니다 . 요즘 은 라이프 기능 으로 운동 뿐 아니 라 생활 속 에서 많이 활용 하 게 되 었 네요 .,기간 코젠 회원 회원 가입 덕분 꾸준하다 운동 개인 운동 장기간 운동 초기 달리 오류 안정 사이트 가능 만족 라이프 운동 아니다 생활 활용,5.0,긍정
7,651277e7ddb81e8e96c6bcc2,Google 사용자,4/28자 업데이트에서 로그인 정보 기억 기능이 안되어서 매번 다시 로그인 정보를 입력해야 합니다. 체크박스를 설정해도 안됩니다. 그리고 1년전에 비해서 이용 가격이 50%정도 올랐네요. 계속 같은곳을 이용하는데 처음에는 강습료 포함해서 7.5만원 이었는데 지금은 12만원정도 들어요 ㅠㅠ,별표 5개 만점에 2개를 받았습니다.,4 / 28 자 업데이트 에서 로그인 정보 기억 기능 이 안 되 어서 매번 다시 로그인 정보 를 입력 해야 합니다 . 체크 박스 를 설정 해도 안 됩니다 . 그리고 1 년 전 에 비해서 이용 가격 이 50 % 정도 올랐 네요 . 계속 같 은 곳 을 이용 하 는 데 처음 에 는 강습료 포함 해서 7 . 5 만 원 이 었 는데 지금 은 12 만 원 정도 들 어요 ㅠㅠ,4 / 28 자 개선 에서 로그인 정보 기억 기능 이 안 되 어서 매번 다시 로그인 정보 를 입력 해야 합니다 . 체크 박스 를 설정 해도 안됩니다 . 그리고 1 년 전 에 비해서 사용 가격 이 50 % 정도 올랐 네요 . 계속 같 은 곳 을 사용 하 는 데 처음 에 는 강습료 포함 해서 7 . 5 만 원 이 었 는데 지금 은 12 만 원 정도 들 어요 ㅠㅠ,28 개선 로그인 정보 기억 로그인 정보 입력 체크 박스 설정 안되다 년 가격 50 계속 늘다 늘다 강습 포함 12,2.0,부정
8,651277e7ddb81e8e96c6bcc3,김젼,"오랫동안 이용한 회원입니다. 원래 스포츠시설을 위주로 이용할 수 있는 서비스였는데 카페, 영화관이 하나씩 생겨서 주위에 추천을 많이 했었습니다. 이제는 스타벅스, CGV, 각종 편의점들 브랜드를 모두 제휴해 회사가 점점 커지고 있네요. 가끔 앱이 말썽이라 불편할 때도 있지만 그래도 가성비 측면에서 봤을 때 이만한 서비스를 찾지 못했습니다. 앞으로 더 발전하셔서 많은 혜택을 제공해주셨으면 합니다.",별표 5개 만점에 5개를 받았습니다.,"오랫동안 이용 한 회원 입니다 . 원래 스포츠 시설 을 위주 로 이용 할 수 있 는 서비스 였 는데 카페 , 영화관 이 하나 씩 생겨서 주위 에 추천 을 많이 했었 습니다 . 이제 는 스타 벅스 , CGV , 각종 편의점 들 브랜드 를 모두 제휴 해 회사 가 점점 커지 고 있 네요 . 가끔 앱 이 말썽 이 라 불편 할 때 도 있 지만 그래도 가성 비 측면 에서 봤 을 때 이만 한 서비스 를 찾 지 못했 습니다 . 앞 으로 더 발전 하 셔서 많 은 혜택 을 제공 해 주 셨 으면 합니다 .","오랫동안 사용 한 회원 입니다 . 원래 스포츠 시설 을 위주 로 사용 할 수 있 는 서비스 였 는데 카페 , 영화관 이 하나 씩 생겨서 주위 에 추천 을 많이 했었 습니다 . 이제 는 스타 벅스 , CGV , 각종 편의점 들 브랜드 를 모두 제휴 해 회사 가 점점 커지 고 있 네요 . 가끔 사이트 이 말썽 이 라 불편 할 때 도 있 지만 그래도 가성 비 측면 에서 봤 을 때 이만 한 서비스 를 찾 지 못했 습니다 . 앞 으로 더 발전 하 셔서 많 은 혜택 을 제공 해 주 셨 으면 합니다 .",회원 스포츠 시설 위주 수 늘다 서비스 생기다 주위 추천 늘다 스타 벅스 브랜드 제휴 회사 점점 커지다 가끔 사이트 말썽 불편 가성 측면 서비스 찾다 더 발전 많다 혜택 제공,5.0,긍정
9,651277e7ddb81e8e96c6bcc4,김현연,매우만족합니다.. 타지역으로 여행이나 업무시 편하게 운동을 할수있어서 만족스럽고요. 골프나 헬스등 두가지 운동을 편하게 이용하는게 가장큰 장점인듯. 매우만족하면서 사용중입니다.,별표 5개 만점에 5개를 받았습니다.,매우 만족 합니다 . . 타 지역 으로 여행 이나 업무 시 편하 게 운동 을 할 수 있 어서 만족 스럽 고요 . 골프 나 헬스 등 두 가지 운동 을 편하 게 이용 하 는 게 가장 큰 장점 인듯 . 매우 만족 하 면서 사용 중 입니다 .,매우 만족 합니다 . . 타 지역 으로 여행 이나 업무 시 편하 게 운동 을 할 수 있 어서 만족 스럽 고요 . 골프 나 헬스 등 두 가지 운동 을 편하 게 사용 하 는 게 가장 큰 장점 인듯 . 매우 만족 하 면서 사용 중 입니다 .,만족 지역 여행 업무 편하다 운동 수 만족 스럽다 골프 헬스 운동 편하다 늘다 가장 크다 만족 면서,5.0,긍정
